code,desc,example_problem,example_problem_url,example_problem_attribution,progressions,"Tasks Names","Tasks URLs","Assessment Item Names","Assessment Item URLs","Lessons Names","Lessons URLs","Assessment Items Names","Assessment Items URLs","Assessments Names","Assessments URLs","Prior Grade-Level Tasks Names","Prior Grade-Level Tasks URLs","Tasks  Names","Tasks  URLs",modeling,wap,md,traditional_course_frameworks_a1,traditional_course_frameworks_g,traditional_course_frameworks_a2,integrated_course_frameworks_m1,integrated_course_frameworks_m2,integrated_course_frameworks_m3,"Tasks Names","Tasks URLs"
K.CC.A.1,"<p>Count to 100 by ones and by tens.</p>
","<h1>K.CC Choral Counting</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>The teacher will need a 100 chart or large number line and a pointer.</p>

<p>As a whole group, have students chant the counting sequence starting with one to thirty, using the pointer to follow the number sequence. Over time, increase the range to one to fifty and then one to one hundred. Eventually have a student take over the job of pointing out the numbers in the sequence. Highlight the multiples of ten using a marker or a colored screen and have students chant the counting sequence by 10s. This should be done daily.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>Start the counting sequence with one to thirty, then over time increasing to one to fifty and then one to one hundred.</p>

<p>Count by tens: 10, 20, 30, 40, 50, 60, 70, 80, 90, 100.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/677/original/public_task_360.pdf?1462388263,"Provided by Illustrative Mathematics",,"Counting Circles",https://www.illustrativemathematics.org/content-standards/K/CC/A/1/tasks/359,,,"Count 10 Objects Within Counts of 10 to 20 Objects",http://achievethecore.org/page/850/count-10-objects-within-counts-of-10-to-20-objects-detail-pg,,,,,,,,,0,1,0,0,0,0,0,0,0,"Counting Circles",https://www.illustrativemathematics.org/content-standards/K/CC/A/1/tasks/359
K.CC.A.2,"<p>Count forward beginning from a given number within the known sequence (instead of having to begin at 1).</p>
","<h1>K.CC Start-Stop Counting</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Have students form a circle and sit facing in toward each other. The teacher selects a range of the number sequence to practice. Start with the teacher walking around the outside of the circle while counting aloud starting at the beginning of the selected counting sequence.</p>

<p>After a few moments the teacher taps a student on the head and sits in the student&#39;s spot. The student then gets up from the circle and continues the counting at the point that the teacher left off while walking around the outside of the circle.</p>

<p>At the teacher&rsquo;s signal the student who is counting selects the nearest student to them by tapping them on the head to take over counting and sits in that student&rsquo;s spot. The next child then continues the counting sequence until the teacher indicates a change and so on until each child has had a turn. If the class reaches the end of the counting sequence before each child has participated simply start the sequence over again.</p>

<p>This is similar to Duck, Duck, Goose but without the chasing to get to a spot.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>Any counting sequence can be selected depending on student abilities. In a kindergarten class 1-20 or 30 might be a starting point but this can easily be extended to 1-100 going forward and 50-1 going backward.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/678/original/public_task_361.pdf?1462388269,"Provided by Illustrative Mathematics",,"Count Sequence;Number After Bingo 1-15;Number Line Up;“One More” Concentration;Pick a Number, Counting On",https://achievethecore.org/content/upload/Gr%20K.P.3%20Count%20Sequence_Final.pdf;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/373;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/401;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/980;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/927,"NWEA Assessment Item Illustrating K.CC.A.2",https://achievethecore.org/content/upload/K.CC.A.2_NWEA.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Count Sequence;Number After Bingo 1-15;Number Line Up;“One More” Concentration;Pick a Number, Counting On",https://achievethecore.org/content/upload/Gr%20K.P.3%20Count%20Sequence_Final.pdf;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/373;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/401;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/980;https://www.illustrativemathematics.org/content-standards/K/CC/A/2/tasks/927
K.CC.A.3,"<p>Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).</p>
","<h1>K.CC Bags of Stuff</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Materials</p>

<ul>
	<li>10-15 quart plastic bags of various counters (different numbers of counters in each bag)</li>
	<li>A recording sheet for the activity with pictures of counters and lines for recording the total number of objects</li>
	<li>A teacher completed recording sheet with the correct numbers written for each item</li>
</ul>

<p><img alt=""Task_1_f79b4d2a435a19fe266b41ff4dffc8bf"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/001/977/max/Task_1_f79b4d2a435a19fe266b41ff4dffc8bf.jpg?1362786571"" /></p>

<p>Action</p>

<p>The students choose a bag they have not counted. They are given the directions to count the items in the bag and record the number on the line next to the picture of the item in the bag. The students will then check their answers against the teacher-prepared recording sheet. If the activity is done in committee, the teacher should ask each student, &ldquo;How many (triangles) were in the bag?&rdquo; If the activity is done daily, the teacher should ask four or five different students, &ldquo;How many (triangles) were in the bag?&rdquo; The process is repeated until time runs out or all bags of stuff have been counted.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<ul>
	<li>
	<p>The students count and record numbers 1-20.</p>
	</li>
	<li>
	<p>The students become familiar with the number names 1-20.</p>
	</li>
	<li>
	<p>The students check their answers against the teacher-prepared sheet.</p>
	</li>
	<li>
	<p>The students answer the question as to how many items were in a bag.</p>
	</li>
</ul>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/254/original/public_task_1397.pdf?1462395701,"Provided by Illustrative Mathematics",,"Assessing Writing Numbers;Number TIC TAC TOE;Dice Addition 1;Race to the Top",https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/452;https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/400;http://achievethecore.org/page/940/dice-addition-1-detail-pg;https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/399,"NWEA Assessment Item Illustrating K.CC.A.3",https://achievethecore.org/content/upload/K.CC.A.3_NWEA.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Assessing Writing Numbers;Number TIC TAC TOE;Dice Addition 1;Race to the Top",https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/452;https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/400;http://achievethecore.org/page/940/dice-addition-1-detail-pg;https://www.illustrativemathematics.org/content-standards/K/CC/A/3/tasks/399
K.CC.B.4,"<p>Understand the relationship between numbers and quantities; connect counting to cardinality.</p>
","<h1>K.CC Goody Bags</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Materials</p>

<ul>
	<li>
	<p>Many small ziplock bags of counting objects (the &ldquo;goodies&rdquo;). Each bag should contain a number of objects in the counting sequence students are working on, between 1 and 20.</p>
	</li>
	<li>
	<p>Post-it notes and pencils.</p>
	</li>
</ul>

<p>Actions</p>

<p>Students count the objects, record the number on the post-it note and stick the post-it note onto the outside of the bag.</p>

<p>Students can work in pairs to scaffold their counting, and teachers should take care that at least one student in each pair is a confident counter and at least one student is a confident writer. Students can be provided with a number line to aid in writing the numbers. If the teacher is concerned that students cannot write the numbers independently s/he can write the quantities on post-it notes ahead of time and let the students choose the post it note that goes with each goody bag.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/121/original/public_task_1113.pdf?1462394780,"Provided by Illustrative Mathematics","<p>Experience with counting allows students to discuss and come to understand the second part of K.CC.4b&mdash;that the number of objects is the same regardless of their arrangement or the order in which they were counted.</p>

<p>Please reference page 4&nbsp;in the Progression document</p>
","Counting Mat;Number Rods",https://www.illustrativemathematics.org/content-standards/K/CC/B/4/tasks/1209;http://achievethecore.org/page/611/number-rods-detail-pg,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Counting Mat;Number Rods",https://www.illustrativemathematics.org/content-standards/K/CC/B/4/tasks/1209;http://achievethecore.org/page/611/number-rods-detail-pg
K.CC.B.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.CC.B.4.b,"Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.",,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.CC.B.4.c,"Understand that each successive number name refers to a quantity that is one larger.",,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.CC.B.5,"<p>Count to answer &ldquo;how many?&rdquo; questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1&ndash;20, count out that many objects.</p>
","<h1>K.CC Finding Equal Groups</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Material</p>

<ul>
	<li>Assorted objects to create the groups</li>
	<li>Clear ziplock bags or small cups</li>
	<li>Index cards and stickers</li>
	<li>An egg timer or a kitchen timer</li>
</ul>

<p>Action</p>

<p>The teacher will assemble a variety of groups of objects in a few different forms. For example the teacher might put together:</p>

<ul>
	<li>an index card with 5 stickers</li>
	<li>a clear ziplock bag with 7 beans</li>
	<li>a cup filled with 4 pennies</li>
	<li>an index card with a 4 smiley faces drawn onto it</li>
	<li>a clear ziplock bag with 4 unifix cubes inside</li>
	<li>5 crayons held together by a rubber band</li>
	<li>a picture of 7 fingers</li>
	<li>5 small toy animals in a clear ziplock bag</li>
	<li>7 erasers in a small cup</li>
	<li>a group of 4 pencils held together by a rubber band</li>
</ul>

<p>The teacher will give students a timer, and the students will race against the clock to sort the groups of objects into three separate groups (grouped by quantity) by the time the timer is finished. This can be played individually or in pairs.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>Students will have the sets of objects and cards grouped according to the same number of objects/pictures.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/267/original/public_task_1420.pdf?1462395781,"Provided by Illustrative Mathematics","<p>Counting objects arranged in a line is easiest; with more practice, students learn to count objects in more difficult arrangements, such as rectangular arrays (they need to ensure they reach every row or column and do not repeat rows or columns); circles (they need to stop just before the object they started with); and scattered configurations (they need to make a single path through all of the objects).</p>

<p>Please reference page 4&nbsp;in the Progression document</p>
","Number Rods",http://achievethecore.org/page/611/number-rods-detail-pg,"NWEA Assessment Item Illustrating K.CC.B.5",https://achievethecore.org/content/upload/K.CC.B.5_NWEA.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Number Rods",http://achievethecore.org/page/611/number-rods-detail-pg
K.CC.C.6,"<p>Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.*</p>

<p>&nbsp;</p>

<p><sup>*&nbsp;Include groups with up to ten objects.</sup></p>
","<h1>K.CC Which number is greater? Which number is less? How do you know?</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Action:</p>

<p>This task should be done as a whole group. * The teacher will show the class two groups of objects or drawings of objects. <img alt=""6_and_9_f491690b99466ac24d049e2bf0c3ae20"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/001/543/original/6_and_9_f491690b99466ac24d049e2bf0c3ae20.jpeg?1349016429"" /> * The class will chorally count the two groups and the teacher or a student can record the number below the group. * The teacher will then ask the class to chorally say which number is greater and which number is less. * The teacher will then instruct students to turn to their talking partner and tell them how they know which number is greater or less than the other number. It can be helpful if students have preassigned &quot;talking partners.&quot; This is not necessary, but will make the lesson go more smoothly as students will quickly know who they should turn and talk with.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>&ldquo;When I count it goes 1, 2, 3, 4, 5, *6*, 7, 8, than *9*. I know that six is less than nine because I say six before I say nine.&rdquo;</p>

<p>&ldquo;I know that nine is greater than six because my brother is nine years old and I&#39;m six years old, and&nbsp;he&rsquo;s older than me.&rdquo;</p>

<p>&ldquo;Okay, you have six. One more is seven. One more is eight. One more is nine. So nine is greater than six. Okay?&rdquo;</p>

<p>&ldquo;Well, when I see the number line I see six comes before nine.&rdquo; &ldquo;</p>

<p>This many fingers is six (shows six fingers). This many fingers is nine (shows nine fingers). I have to put up more to show you nine.&rdquo;</p>

<p>Any answer which includes the child correctly explaining why one number is greater or less than the other is acceptable. The teacher should encourage students to use the words greater than/less than. The first few times this activity is done the answers may be long and full of extra information that is not relevant to the problem such as, &ldquo;You know my brother Jayovanni. He&rsquo;s in third grade. He used to be in kindergarten with you Mrs. Wood. He loved kindergarten! Well now he&rsquo;s in Ms. Martin&rsquo;s class. My mama got him new blue Jordans, but I didn&#39;t get new ones because my feet are still the same size as when I got these shoes. Well Jayovonni is nine. And I&rsquo;m five. Five is less then six. Jayovonni is older then me. I know that nine is more then six because Jayovonni is nine and he is older then me.&rdquo; If this happens the teacher should paraphrase the relevant math information back to the student.</p>

<p>The answer of &ldquo;nine is bigger than six&rdquo; is not a sufficient answer. The students need to explain why they know nine is greater than six, or six is less than nine. If students use the words bigger/smaller, the teacher should help the students connect this language to the more precise words (greater than/less than) and help the students use this language.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/171/original/public_task_1210.pdf?1462395131,"Provided by Illustrative Mathematics","<p>Students first learn to match the objects in the two groups to see if there are any extra and then to count the objects in each group and use their knowledge of the count sequence to decide which number is greater than the other (the number farther along in the count sequence).</p>

<p>Please reference page 5&nbsp;in the Progression document</p>
","Apples or Lemons",https://achievethecore.org/content/upload/Gr%20K.P.2.B%20Apples%20or%20Lemons_Final.pdf,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Apples or Lemons",https://achievethecore.org/content/upload/Gr%20K.P.2.B%20Apples%20or%20Lemons_Final.pdf
K.CC.C.7,"<p>Compare two numbers between 1 and 10 presented as written numerals.</p>
","<h1>K.CC Guess the Marbles in the Bag</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>This activity can be done as an entire class or in small groups.</p>

<p>Materials</p>

<p>Paper bags and marbles (or some other counter, as long as it is relatively noisy).</p>

<p>Actions</p>

<p>(Whole-class version) The teacher secretly places between 1 and 10 marbles in a paper bag, then shows the bag to the class. After shaking it enough times for students to hear the marbles inside, and 4 or 5 students guess how many marbles are in the bag. The teacher writes the guesses on the board. Afterwards the contents of the bag are revealed and counted out. The teacher writes the number representing the total on the board, and the students then help sort their guesses into less than, greater than, or equal to the number of marbles in the bag. The game repeats until everyone has had a chance to guess at least once.</p>

<p>(Small group version) This works like the class version but one student in a group fill the bag with marbles themselves and the rest of the group tries to guess the number. With this variation it is practical to allow the students to both hear and feel the marbles inside the bag before they make their guess.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/910/original/public_task_697.pdf?1462393445,"Provided by Illustrative Mathematics",,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.A.1,"<p>Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to.</p>
",,,,"<p>Students refine their informal language by learning mathematical concepts and vocabulary so as to increasingly describe their physical world from geometric perspectives, e.g., shape, orientation, spatial relations (MP4). They increase their knowledge of a variety of shapes, including circles, triangles, squares, rectangles, and special cases of other shapes such as regular hexagons, and trapezoids with unequal bases and non-parallel sides of equal length. Students also begin to name and describe three-dimensional shapes with mathematical vocabulary, such as &ldquo;sphere,&rdquo; &ldquo;cube,&rdquo; &ldquo;cylinder,&rdquo;and &ldquo;cone.&rdquo; Finally, in the domain of spatial reasoning, students discuss not only shape and orientation, but also the relative positions of objects, using terms such as &ldquo;above,&rdquo; &ldquo;below,&rdquo; &ldquo;next to,&rdquo; &ldquo;behind,&rdquo; &ldquo;in front of,&rdquo; and &ldquo;beside.&rdquo;</p>

<p>Please reference page 6&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.A.2,"<p>Correctly name shapes regardless of their orientations or overall size.</p>
","<h1>Recognizing Squares</h1>

<div class=""detail"">
<h2>Task</h2>

<p>Instruct student to draw a ring around three squares.</p>

<p><img alt="""" src=""https://achievethecore.org/content/upload/K.G.A.2%20Image1.PNG"" style=""height:390px; width:728px"" /></p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>Correct if student selects all and only the three squares.</p>

<p>In the picture below, the three squares have arrows pointing to them. The three shapes that are not squares have red, dashed outlines.</p>

<p><img alt="""" src=""https://achievethecore.org/content/upload/K.G.A.2%20Image2.PNG"" style=""height:288px; width:498px"" /></p>
</div>
",https://achievethecore.org/content/upload/Gr%20K.P.5%20Recognizing%20Squares_Final.pdf,"Provided by Learning Heroes; a project of New Venture Fund","<p>Students learn to name shapes such as circles, triangles, and squares, whose names occur in everyday language, and distinguish them from nonexamples of these categories, often based initially on visual prototypes.</p>

<p>Please reference page 6&nbsp;in the Progression document.</p>
",,,"NWEA Assessment Item Illustrating K.G.A.2",https://achievethecore.org/content/upload/K.G.A.2_NWEA.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.A.3,"<p>Identify shapes as two-dimensional (lying in a plane, &ldquo;flat&rdquo;) or three- dimensional (&ldquo;solid&rdquo;).</p>
",,,,"<p>In the domain of shape, students learn to match two-dimensional shapes even when the shapes have different orientations. The need to explain their decisions about shape names or classifications prompts students to attend to and describe certain features of the shapes. That is, concept images and names they have learned for the shapes are the raw material from which they can abstract common features. They identify faces of three-dimensional shapes as two-dimensional geometric figures and explicitly identify shapes as two-dimensional (&ldquo;flat&rdquo; or lying in a plane) or three-dimensional (&quot;solid&quot;).</p>

<p>Please reference page 6&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.B.4,"<p>Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/&ldquo;corners&rdquo;) and other attributes (e.g., having sides of equal length).</p>
","<h1>K.G Alike or Different Game</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<h3>Materials:</h3>

<p>This game uses the 16 cards below.</p>

<p><img alt=""Task_1_7b8f936cd8d764fa088ef0427c384d69"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/345/large/Task_1_7b8f936cd8d764fa088ef0427c384d69.jpg?1329012755"" /></p>

<h3>Actions:</h3>

<p>Students in pairs take turns drawing two cards. They should name something that is the ALIKE or DIFFERENT between the two cards. Then the next two cards are drawn and the process repeats until no cards remain.</p>

<p>In a cooperative game, the students work together to name a property for each pair.</p>

<p>In a competitive game, the student who can name a property first gets to keep the cards and the student with the most cards at the end of the game wins. Since the properties may depend on the orientation of the cards, students should sit side-by-side in this version.</p>
</div>

<div class=""detail"">
<h2>Attached Resources</h2>

<ul>
	<li><a href=""/tasks/515/../../attached_resources/660/download"">Black line master (png)</a></li>
</ul>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>
<img alt=""Sol_1_5d114c9e28cab473e3ffb96054d3cdd4"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/346/small/Sol_1_5d114c9e28cab473e3ffb96054d3cdd4.jpg?1329012772"" />
<p>ALIKE: &ldquo;They both have four sides.&rdquo;</p>
<img alt=""Sol_2_e21c7d7352c2954d35b2e89fe185b979"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/347/small/Sol_2_e21c7d7352c2954d35b2e89fe185b979.jpg?1329012784"" />
<p>DIFFERENT: &ldquo;Only one is round.&rdquo;</p>
<img alt=""Sol_3_f19222c15df2cf4263699ed2a2cb5023"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/348/small/Sol_3_f19222c15df2cf4263699ed2a2cb5023.jpg?1329012794"" />
<p>DIFFERENT: &ldquo;There are fewer sides on the triangle.&rdquo;</p>
<img alt=""Sol_4_b7caef58bc43067a622d85d57dd50cef"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/349/small/Sol_4_b7caef58bc43067a622d85d57dd50cef.jpg?1329012809"" />
<p>ALIKE: &ldquo;They are narrower at the top.&rdquo;<br />
(This depends on the orientation when students place the cards down.)</p>

<p>There are many possible solutions for this game. Each solution a child produces should be evaluated based on their reasoning, such as &quot;these are the alike because...&quot; or &quot;these are different because....&quot;.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/783/original/public_task_515.pdf?1462392632,"Provided by Illustrative Mathematics","<p><img alt="""" src=""https://achievethecore.org/content/upload/K.G.B.4.jpg"" /></p>

<p>Please reference page 6&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.B.5,"<p>Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes.</p>
",,,,"<p>The need to explain their decisions about shape names or classifications prompts students to attend to and describe certain features of the shapes. That is, concept images and names they have learned for the shapes are the raw material from which they can abstract common features. This also supports their learning to represent shapes informally with drawings and by building them from components (e.g., manipulatives such as sticks). With repeated experiences such as these, students become more precise (MP6).</p>

<p>Please reference page 6&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.G.B.6,"<p>Compose simple shapes to form larger shapes. For example, &ldquo;Can you join these two triangles with full sides touching to make a rectangle?&rdquo;</p>
",,,,"<p><img alt="""" src=""https://achievethecore.org/content/upload/K.G.B.6.jpg"" /></p>

<p>A second important area for kindergartners is the composition of geometric figures. Students not only build shapes from components,but also compose shapes to build pictures and designs. Initially lacking competence in composing geometric shapes, they gain abilities to combine shapes&ndash;first by trial and error and gradually by considering components&ndash;into pictures. At first, side length is the only component considered. Later experience brings an intuitive appreciation of angle size. Students combine two-dimensional shapes and solve problems such as deciding which piece will fit into a space in a puzzle, intuitively using geometric motions (slides, flips, and turns, the informal names for translations, reflections, and rotations, respectively). They can construct their own outline puzzles and exchange them, solving each other&rsquo;s.</p>

<p>Please reference page 7&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.MD.A.1,"<p>Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object.</p>
",,,,"<p>Students often initially hold undifferentiated views of measurable attributes, saying that one object is &ldquo;bigger&rdquo; than another whether it is longer, or greater in area, or greater in volume, and so forth. For example, two students might both claim their block building is &ldquo;the biggest.&rdquo; Conversations about how they are comparing&mdash;one building may be taller (greater in length) and another may have a larger base (greater in area)&mdash;help students learn to discriminate and name these measureable attributes. As they discuss these situations and compare objects using different attributes, they learn to distinguish, label, and describe several measureable attributes of a single object.</p>

<p>Please reference page 6&nbsp;in the Progression document</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
K.MD.A.2,"<p>Directly compare two objects with a measurable attribute in common, to see which object has &ldquo;more of&rdquo;/&ldquo;less of&rdquo; the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter.</p>
","<h1>K.MD Size Shuffle</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Materials</p>

<ul>
	<li>One pair of &quot;taller&quot; and &quot;shorter&quot; cards for each student</li>
</ul>

<p><img alt=""Task_1_d93687c75ddece86d6d78fac14cbb93c"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/000/215/large/Task_1_d93687c75ddece86d6d78fac14cbb93c.jpg?1327273243"" /></p>

<p>Action</p>

<ul>
	<li>
	<p>The students stand in a circle with the cards in their hands.</p>
	</li>
	<li>
	<p>The teacher says &quot;GO.&quot; The students find a partner and stand face-to-face. The taller student holds up the &quot;taller&quot; card and the shorter student holds up the &quot;shorter&quot; card.</p>
	</li>
	<li>
	<p>When the teacher calls out a student&rsquo;s name, they respond in a complete sentence:</p>

	<blockquote>I am shorter (taller) than __________.</blockquote>
	The teacher calls on three or four students each round.</li>
</ul>

<p>The teacher says &quot;GO&quot; and calls on three or four different students each time until all the students have had a turn to respond.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>Students should become familiar with the words, &ldquo;taller/shorter&rdquo;, and that they refer to height.</p>

<p>Other possible variations are; having each student hold a number of items, different sizes of items or containers. The responses would then be: more/less, bigger/littler, hold more/hold less, or heavier/lighter.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/744/original/public_task_455.pdf?1462392384,"Provided by Illustrative Mathematics","<p>Kindergartners easily directly compare lengths in simple situations, such as comparing people&rsquo;s heights, because standing next to each other automatically aligns one endpoint. However, in other situations they may initially compare only one endpoint of objects to say which is longer. Discussing such situations (e.g., when a child claims that he is &ldquo;tallest&rdquo; because he is standing on a chair) can help students resolve and coordinate perceptual and conceptual information when it conflicts.</p>

<p>Please reference page 6&nbsp;in the Progression document</p>
","Longer and Shorter;Which is heavier?;Which is Heavier?;Which is Longer?",https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1402;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/798;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1605;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1604,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Longer and Shorter;Which is heavier?;Which is Heavier?;Which is Longer?",https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1402;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/798;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1605;https://www.illustrativemathematics.org/content-standards/K/MD/A/2/tasks/1604
